Date,NVDA_Close,QUBT_Close,GSPC_Close,NVDA_High,QUBT_High,GSPC_High,NVDA_Low,QUBT_Low,GSPC_Low,NVDA_Open,QUBT_Open,GSPC_Open,NVDA_Volume,QUBT_Volume,GSPC_Volume,NVDA_Return,QUBT_Return,GSPC_Return,NVDA_RollingVol,QUBT_RollingVol,GSPC_RollingVol,NVDA_Tomorrow,NVDA_Direction
2010-04-08,0.386974,70.199997,1186.439941,0.393852,114.000000,1188.550049,0.384911,56.000000,1175.119995,0.390872,56.000000,1181.750000,1037600000,129,4726970000,-0.016317,-0.298000,0.003374,0.019890,0.117392,0.004686,0.389496,1
2010-04-09,0.389496,80.000000,1194.369995,0.390872,90.000000,1194.660034,0.383994,80.000000,1187.150024,0.386057,90.000000,1187.469971,817572000,275,4511570000,0.006517,0.139601,0.006684,0.019826,0.120943,0.004672,0.396603,1
2010-04-12,0.396603,70.000000,1196.479980,0.398208,80.000000,1199.199951,0.389267,70.000000,1194.709961,0.389955,80.000000,1194.939941,546460000,250,4607090000,0.018246,-0.125000,0.001767,0.019886,0.122524,0.004669,0.404856,1
2010-04-13,0.404856,63.000000,1197.300049,0.406231,100.000000,1199.040039,0.396603,62.000000,1188.819946,0.398208,62.000000,1195.939941,648696000,91,5403580000,0.020810,-0.100000,0.000685,0.018911,0.123320,0.004462,0.409899,1
2010-04-14,0.409899,70.000000,1210.650024,0.415631,80.000000,1210.650024,0.403480,62.000000,1198.689941,0.413567,62.000000,1198.689941,900720000,97,5760040000,0.012457,0.111111,0.011150,0.019006,0.122785,0.004741,0.412880,1
2010-04-15,0.412880,65.000000,1211.670044,0.415401,80.000000,1213.920044,0.407148,65.000000,1208.500000,0.411275,80.000000,1210.770020,957596000,38,5995330000,0.007271,-0.071429,0.000843,0.018822,0.122925,0.004735,0.391101,0
2010-04-16,0.391101,60.000000,1192.130005,0.397749,120.000000,1210.170044,0.382389,60.000000,1186.770020,0.396144,120.000000,1210.170044,1917736000,45,8108470000,-0.052749,-0.076923,-0.016127,0.021385,0.123189,0.005841,0.389267,0
2010-04-19,0.389267,70.000000,1197.520020,0.390413,120.000000,1197.869995,0.376200,60.000000,1183.680054,0.388121,120.000000,1192.060059,1094492000,64,6597740000,-0.004689,0.166667,0.004521,0.020659,0.119214,0.005410,0.390642,1
2010-04-20,0.390642,60.000000,1207.170044,0.396144,80.000000,1208.579956,0.385599,60.000000,1199.040039,0.392018,80.000000,1199.040039,678188000,114,5316590000,0.003534,-0.142857,0.008058,0.020488,0.121212,0.005519,0.380555,0
2010-04-21,0.380555,60.000000,1205.939941,0.393164,70.000000,1210.989990,0.375970,60.000000,1198.849976,0.392706,70.000000,1207.160034,895908000,235,5724310000,-0.025822,0.000000,-0.001019,0.019806,0.120149,0.005546,0.382160,1
2010-04-22,0.382160,76.000000,1208.670044,0.383306,76.000000,1210.270020,0.369093,60.000000,1190.189941,0.374366,60.000000,1202.520020,656932000,22,6035780000,0.004217,0.266667,0.002264,0.019823,0.130525,0.005524,0.376887,0
2010-04-23,0.376887,64.000000,1217.280029,0.381931,78.000000,1217.280029,0.370239,60.000000,1205.099976,0.381014,60.000000,1207.869995,752916000,163,5326060000,-0.013797,-0.157895,0.007124,0.019559,0.132434,0.005596,0.380555,1
2010-04-26,0.380555,60.000000,1212.050049,0.385140,76.000000,1219.800049,0.376658,60.000000,1211.069946,0.377346,60.000000,1217.069946,491092000,61,5647760000,0.009732,-0.062500,-0.004296,0.019645,0.132479,0.005698,0.369781,0
2010-04-27,0.369781,60.000000,1183.709961,0.381702,70.000000,1211.380005,0.368634,60.000000,1181.619995,0.377804,60.000000,1209.920044,606704000,169,7454540000,-0.028313,0.000000,-0.023382,0.020255,0.132342,0.007319,0.370468,1
2010-04-28,0.370468,56.000000,1191.359985,0.375741,60.000000,1195.050049,0.362903,50.000000,1181.810059,0.369551,60.000000,1184.589966,672164000,178,6342310000,0.001859,-0.066667,0.006463,0.019046,0.132594,0.007280,0.381702,1
2010-04-29,0.381702,50.000000,1206.780029,0.382160,60.000000,1209.359985,0.366113,50.000000,1193.300049,0.371615,58.000000,1193.300049,987128000,162,6059410000,0.030322,-0.107143,0.012943,0.019594,0.133272,0.007556,0.360152,0
2010-04-30,0.360152,60.000000,1186.689941,0.377804,60.000000,1207.989990,0.359923,58.000000,1186.319946,0.377117,60.000000,1206.770020,1068048000,148,6048260000,-0.056457,0.200000,-0.016648,0.021130,0.139574,0.008225,0.356255,0
2010-05-03,0.356255,66.000000,1202.260010,0.364049,70.000000,1205.130005,0.350753,50.000000,1188.579956,0.361986,70.000000,1188.579956,1078972000,102,4938050000,-0.010821,0.100000,0.013121,0.021113,0.141254,0.008458,0.338144,0
2010-05-04,0.338144,50.000000,1173.599976,0.351441,66.000000,1197.500000,0.333101,50.000000,1168.119995,0.350753,66.000000,1197.500000,1311376000,88,6594720000,-0.050836,-0.242424,-0.023838,0.022485,0.147077,0.009578,0.332413,0
2010-05-05,0.332413,56.000000,1165.869995,0.340895,70.000000,1175.949951,0.328286,56.000000,1158.150024,0.331267,70.000000,1169.239990,1330840000,55,6795940000,-0.016949,0.120000,-0.006587,0.022026,0.149330,0.009565,0.325535,0
2010-05-06,0.325535,66.000000,1128.150024,0.336998,66.000000,1167.579956,0.298942,40.000000,1065.790039,0.330120,56.000000,1164.380005,1002888000,314,10617810000,-0.020690,0.178571,-0.032353,0.021608,0.153326,0.011196,0.320033,0
2010-05-07,0.320033,56.000000,1110.880005,0.328515,70.000000,1135.130005,0.308571,40.000000,1094.150024,0.328515,70.000000,1127.040039,1153712000,28,9472910000,-0.016902,-0.151515,-0.015308,0.021619,0.155501,0.011494,0.333788,1
2010-05-10,0.333788,50.000000,1159.729980,0.343417,56.000000,1163.849976,0.330120,40.000000,1122.270020,0.339290,56.000000,1122.270020,979156000,35,6893700000,0.042980,-0.107143,0.043974,0.023444,0.152556,0.014185,0.330120,0
2010-05-11,0.330120,44.000000,1155.790039,0.336769,56.000000,1170.479980,0.327599,30.000000,1147.709961,0.330579,56.000000,1156.390015,829124000,260,5842550000,-0.010989,-0.120000,-0.003397,0.023207,0.137286,0.014154,0.336539,1
2010-05-12,0.336539,50.000000,1171.670044,0.338373,60.000000,1172.869995,0.330350,36.000000,1155.430054,0.332413,60.000000,1155.430054,901236000,125,5225460000,0.019444,0.136364,0.013740,0.023612,0.140456,0.014388,0.335852,0
2010-05-13,0.335852,45.000000,1157.439941,0.350524,50.000000,1173.569946,0.332642,32.000000,1156.140015,0.335164,32.000000,1170.040039,1252000000,280,4870640000,-0.002044,-0.100000,-0.012145,0.023581,0.137069,0.014549,0.297108,0
2010-05-14,0.297108,44.000000,1135.680054,0.314073,50.000000,1157.189941,0.288855,44.000000,1126.140015,0.313156,50.000000,1157.189941,2493068000,56,6126400000,-0.115358,-0.022222,-0.018800,0.030970,0.137071,0.014857,0.297796,1
2010-05-17,0.297796,46.000000,1136.939941,0.301464,50.000000,1141.880005,0.288397,46.000000,1114.959961,0.297567,46.000000,1136.520020,856060000,87,5922920000,0.002315,0.045455,0.001109,0.030715,0.137524,0.014766,0.287938,0
2010-05-18,0.287938,52.000000,1120.800049,0.302152,52.000000,1148.660034,0.286334,38.000000,1117.199951,0.300318,52.000000,1138.780029,674112000,88,6170840000,-0.033102,0.130435,-0.014196,0.030899,0.140093,0.014937,0.292523,1
2010-05-19,0.292523,46.000000,1115.050049,0.292982,52.000000,1124.270020,0.284499,39.000000,1100.660034,0.286563,52.000000,1119.569946,826520000,238,6765800000,0.015923,-0.115385,-0.005130,0.031116,0.141334,0.014931,0.285646,0
2010-05-20,0.285646,46.000000,1071.589966,0.292523,50.000000,1107.339966,0.275329,32.000000,1071.579956,0.284041,38.000000,1107.339966,1129136000,121,8328570000,-0.023511,0.000000,-0.038976,0.031200,0.130899,0.016355,0.291836,1
2010-05-21,0.291836,34.000000,1087.689941,0.299859,48.000000,1090.160034,0.277393,32.000000,1055.900024,0.277393,48.000000,1067.260010,1069600000,458,5452130000,0.021670,-0.260870,0.015024,0.031590,0.135884,0.016599,0.283353,0
2010-05-24,0.283353,40.000000,1073.650024,0.294357,40.000000,1089.949951,0.282436,32.000000,1072.699951,0.290918,40.000000,1084.780029,664564000,111,5224040000,-0.029066,0.176471,-0.012908,0.031359,0.138900,0.016670,0.290918,1
2010-05-25,0.290918,30.000000,1074.030029,0.292294,36.000000,1074.750000,0.271661,24.000000,1040.780029,0.274412,32.000000,1067.420044,966652000,548,7329580000,0.026699,-0.250000,0.000354,0.031580,0.144857,0.016667,0.292294,1
2010-05-26,0.292294,26.000000,1067.949951,0.308342,30.000000,1090.750000,0.291377,26.000000,1065.589966,0.302610,30.000000,1075.510010,995028000,242,4521050000,0.004728,-0.133333,-0.005661,0.031418,0.144445,0.016439,0.309488,1
2010-05-27,0.309488,40.000000,1103.060059,0.309488,40.000000,1103.520020,0.298942,20.000000,1074.270020,0.299630,26.000000,1074.270020,713560000,454,5698460000,0.058823,0.538462,0.032876,0.033758,0.176621,0.017755,0.301235,0
2010-05-28,0.301235,34.000000,1089.410034,0.309029,34.000000,1102.589966,0.296650,30.000000,1084.780029,0.309029,30.000000,1102.589966,545116000,235,4871210000,-0.026666,-0.150000,-0.012375,0.032918,0.178188,0.017672,0.288397,0
2010-06-01,0.288397,31.400000,1070.709961,0.300547,34.000000,1094.770020,0.288167,22.000000,1069.890015,0.297108,34.000000,1087.300049,527492000,207,5271480000,-0.042618,-0.076471,-0.017165,0.033504,0.175652,0.017804,0.291606,1
2010-06-02,0.291606,30.000000,1098.380005,0.292065,30.000000,1098.560059,0.287021,24.000000,1072.030029,0.288855,30.000000,1073.010010,649088000,170,5026360000,0.011129,-0.044586,0.025843,0.033634,0.174045,0.018487,0.291148,0
2010-06-03,0.291148,30.000000,1102.829956,0.291835,32.000000,1105.670044,0.284729,30.000000,1091.810059,0.285646,32.000000,1098.819946,586360000,375,4995970000,-0.001573,0.000000,0.004051,0.033510,0.174045,0.018529,0.277393,0
2010-06-04,0.277393,30.000000,1064.880005,0.287709,32.000000,1098.430054,0.275788,24.000000,1060.500000,0.282665,32.000000,1098.430054,671456000,37,6180580000,-0.047244,0.000000,-0.034411,0.034157,0.166099,0.019373,0.263638,0
2010-06-07,0.263638,24.000000,1050.469971,0.280373,30.000000,1071.359985,0.262491,24.000000,1049.859985,0.278539,30.000000,1065.839966,577248000,208,5467560000,-0.049587,-0.200000,-0.013532,0.034909,0.167493,0.019330,0.256302,0
2010-06-08,0.256302,26.000000,1062.000000,0.262491,30.000000,1063.150024,0.249653,26.000000,1042.170044,0.262491,30.000000,1050.810059,967636000,75,6192750000,-0.027826,0.083333,0.010976,0.034805,0.168316,0.019542,0.250112,0
2010-06-09,0.250112,30.000000,1055.689941,0.264555,30.000000,1077.739990,0.249195,20.000000,1052.250000,0.257677,20.000000,1062.750000,697152000,18,5983200000,-0.024150,0.153846,-0.005942,0.034748,0.171098,0.019208,0.260199,1
2010-06-10,0.260199,30.000000,1086.839966,0.261345,30.000000,1087.849976,0.254468,30.000000,1058.770020,0.255156,30.000000,1058.770020,611768000,120,5144780000,0.040330,0.000000,0.029507,0.035978,0.170762,0.020067,0.266160,1
2010-06-11,0.266160,24.000000,1091.599976,0.267306,30.000000,1092.250000,0.256760,22.000000,1077.119995,0.257448,30.000000,1082.650024,442104000,532,4059280000,0.022907,-0.200000,0.004380,0.035708,0.173455,0.019895,0.260428,0
2010-06-14,0.260428,32.000000,1089.630005,0.270515,32.000000,1105.910034,0.259741,32.000000,1089.030029,0.270057,32.000000,1095.000000,375080000,26,4425830000,-0.021533,0.333333,-0.001805,0.034742,0.180593,0.019731,0.273266,1
2010-06-15,0.273266,30.000000,1115.229980,0.274642,30.000000,1115.589966,0.262950,30.000000,1091.209961,0.263409,30.000000,1091.209961,528632000,150,4644490000,0.049296,-0.062500,0.023494,0.036397,0.179741,0.020105,0.269827,0
